positive/Arthur1.jpg 1 0 0 258 340
positive/Arthur10.jpg 1 0 0 340 353
positive/Arthur11.jpg 1 0 0 323 359
positive/Arthur12.jpg 1 0 0 302 352
positive/Arthur13.jpg 1 0 0 324 349
positive/Arthur14.jpg 1 0 0 309 356
positive/Arthur15.jpg 1 0 0 341 349
positive/Arthur16.jpg 1 0 0 291 351
positive/Arthur17.jpg 1 0 0 313 306
positive/Arthur18.jpg 1 0 0 311 306
positive/Arthur19.jpg 1 0 0 299 313
positive/Arthur2.jpg 1 0 0 254 341
positive/Arthur20.jpg 1 0 0 282 313
positive/Arthur21.jpg 1 0 0 254 319
positive/Arthur22.jpg 1 0 0 297 309
positive/Arthur23.jpg 1 0 0 265 306
positive/Arthur24.jpg 1 0 0 247 308
positive/Arthur25.jpg 1 0 0 268 281
positive/Arthur26.jpg 1 0 0 288 296
positive/Arthur27.jpg 1 0 0 258 311
positive/Arthur28.jpg 1 0 0 226 311
positive/Arthur29.jpg 1 0 0 282 277
positive/Arthur3.jpg 1 0 0 249 345
positive/Arthur30.jpg 1 0 0 221 330
positive/Arthur31.jpg 1 0 0 225 328
positive/Arthur32.jpg 1 0 0 233 336
positive/Arthur4.jpg 1 0 0 253 347
positive/Arthur5.jpg 1 0 0 250 348
positive/Arthur6.jpg 1 0 0 253 349
positive/Arthur7.jpg 1 0 0 246 324
positive/Arthur8.jpg 1 0 0 259 323
positive/Arthur9.jpg 1 0 0 297 339
